,game,comment,username,confidence
119,Horizon : Forbidden West,"En toute logique j’aurai mit 17 ou 18 mais pour rattraper les notes des gros mongoles nauséabondes que sont les personnes qui mettent 0/20 qui correspond à rien d’objectif dans ce monde je me sens obligé de mettre le max, après on va pas se le cacher ça fait longtemps qu’à cause de gamins et leur guerre des consoles etc les jeux Xbox ou PS ont une note plus représentative par le site de JVC lui même que la note des joueurs, continuez à cracher votre venin c’est bien les enfants et disliker si ça vous voulez ça m’en tape une sans faire bouger l’autre 
Bref le jeu est graphiquement à la hauteur même en mode qualité sur écran oled en 55 pouces, le 30 fps ne fait pas du DL2 qui fait pas le taff à côté, niveau exploration rien à redire pour l’instant et l’histoire est vraiment sympas, pour ceux qui jouent en très difficile comme moi je trouve çà sympas ce nouveau système d’infiltration avec le fait de pouvoir observer le cheminement des machines c’est vraiment sympas et pousse à une certaine stratégie, merci guerilla",jekyll_-,MEDIUM
120,Horizon : Forbidden West,"Plus beau open world de la console à date, meilleur que le premier opus en tout point en dehors de la surprise de la découverte de l'univers, cette suite justifie à elle seule le passage à la PS5.
Plus ouvert, plus grand, plus beau, plus vertical, plus profond au niveau des quêtes, les quelques défauts que je lui trouve sont:
- le classicisme du fonctionnement du monde dans le sens où on peut aller ""presque"" partout assez tôt mais souvent il faut ""activer"" la quête pour avoir accès aux trésors ou autre que l'on cherche sinon on est bloqué
- quand on s'écarte un peu trop de la quête principale, on perd le fil
- pas mal de choses ""inutiles"" ou en trop : loot, compétences...
- quelques rares bugs par ci par làSi on aime les jeux d'action/aventure, c'est juste indispensable qu'on ait fait le premier ou non",Titchoufi,MEDIUM
121,Horizon : Forbidden West,"Un chef-d’œuvre absolu. Premièrement niveau graphismes la technique est parfaite.
Niveau nouveauté : le para voile est vachement cool la possibilité de nager sous l’eau aussi et l’escalade est rendu possible dans 99% des lieux contre 50% dans le un.
Niveau histoire le scénario est bien plus prenant et la réalisation plus soignée.
Enfin la direction artistique est incroyable les couleurs donnent un côté exotique incroyable.",adamcollins,MEDIUM
122,Horizon : Forbidden West,"L'un des meilleurs jeux de la PS5Les + :
- Une grande carte
- Une bande son bonne et plutôt fournies
- Une excellente narration
- Une DA excellente
- Des combats plus techniques, réussies et soignées que l'opus précédent Les - :
- Beaucoup de PNJ sont malaisants au possible, putain c'est quoi ça 
- Enormément de bugs de collisions
- Les quêtes fedex sont a chiées et sont beaucoup trop nombreuses
- Woke",Encorebanni90,MEDIUM
123,Horizon : Forbidden West,"Après un Zero Dawn incroyable qui est vite devenu un de mes jeux préférés, on retrouve Aloy avec grand plaisir dans ce nouvel opus qui promettait d'être encore plus dingue que le premier. Est-ce que c'est le cas ? Asbolument.Les petits défauts de ZD sont corrigés ici, on a le droit à une map encore plus grande, à un jeu encore plus riche, encore plus beau, bourré de possibilités et une liberté d'exploration et de combat absolument grisante. Les nouveautés de gameplay SPOIL(nager sous l'eau, voler...) sont très bien trouvées et rafraîchissent le jeu sans pour autant être complètement différent, c'est une excellente progression. Le jeu nous permet de faire tellement de choses, et de personnaliser notre expérience à fond, c'est assez dingue.Visuellement et niveau son c'est encore plus hallucinant que le premier, sincèrement la richesse est grisante et régulièrement je me suis dit ""put**n y a vraiment des gens qui ont créé ça en codant quoi"" c'est juste fou. La nature est vivante, les paysages et les textures sont ultra détaillés, idem pour les personnages, on peut littéralement lire les dialogues sur leurs lèvres !!!Niveau histoire c'est la suite quasi-directe du premier et le scénario est un poil classique mais ultra bien ficelé avec une morale sous-jacente bien efficace. Les missions sont super bien pensées et construites, même les secondaires qui sont très loin d'être de banales quêtes FedEx mais qui au contraire permettent de vraiment explorer la map à fond et de rencontrer une galerie folle de personnages. D'ailleurs les personnages sont eux aussi super bien écrits, surtout notre petite team qu'on forme au fur et à mesure, chacun avec une personnalité distincte et on s'y attache. On s'attache aussi toujours autant à Aloy qui je pense est vraiment devenu mon protagoniste de jeu préféré.Bref je pourrais continuer les éloges très longtemps tant ce jeu est dingue mais il n'est pas totalement parfait. Je lui reprocherai cela dit la galère de l'escalade qui est vraiment le seul gros défaut du jeu. Un autre point un peu gênant et que certains avaient reproché à HZD c'est que parfois, surtout vers le deuxième quart du jeu, la map est tellement grande, on a tellement de quêtes et de missions à faire en plus de l'histoire principale que c'est facile de sentir perdu et surchargé, c'est bien la première fois qu'un jeu en propose un peu trop ! Je dois aussi dire que le jeu est vraiment dur parfois, je pense qu'il faut vraiment customiser la difficulté pour vraiment prendre plaisir au jeu. En mode Hard par exemple les grosses machines peuvent nous one-shot quand on doit leur mettre 150 flèches dans la tronche pour en venir à bout : ça peut devenir très frustrant.
Au delà de ces problèmes que je trouve quand même mineurs, j'ai passé 90h à m'amuser à fond sur HFW et j'ai déjà hâte d'un DLC ou d'un 3è volet, Guerilla ont vraiment fait très très fort avec cette licence qui est déjà classique à mes yeux.Par contre je me demande souvent comment il peut y avoir des avis sur le jeu qui datent de la semaine de sortie, le jeu est ultra dense, c'est quoi l'intérêt de donner son avis sur un jeu qu'on a pas fini...?",Bl0mqvist,MEDIUM
124,Horizon : Forbidden West,"Je mets 20 tout simplement parce que le 1 est l'un de mes jeux préférés (pour ne pas dire mon préféré), et que c'est carrément le seul jeu ps4 que j'ai platinés et obtenu 100% des trophées.Pourquoi je parle du 1? Tout simplement car ce jeu reprend tous les éléments du premier jeu, en les améliorants.Les combats au corps à corps sont 10x plus dynamiques et amusants. On peut transporter plus d'armes et elles sont plus variées, il y'a plus de machines, on peut transporter plus de ressources, l'amélioration de l'équipement a été poussé à fond, les arbres de compétences aussi ect...Ce jeu est une suite direct du premier et nous permet de connaitre la suite de l'histoire et de combattre pleins de nouvelles machines, plus forte, plus agile et mieux animées.Certains disent que c'est un Horizon 1.5. Dans ma bouche ce n'est pas une insulte.",laSONYquoility,MEDIUM
125,Call of Duty : Vanguard,Pour contrer les kikou sans vie. Bonne journée.    Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.   Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.      Pour contrer les kikou sans vie. Bonne journée.,Bibounette13,MEDIUM
126,Légendes Pokémon : Arceus,"Jeu très sympa. J’étais hyper frileux au moment de l’achat, ça fait déjà quelques temps que je n’achète plus de jeu Pokémon (mon dernier était Pokémon Y) parce que le gameplay « archaïque » de la série ne m’intéresse plus du tout. Pour un jeu basé sur la complétion du pokedex et donc la capture de Pokémon, devoir le faire en appuyant sur A pour ouvrir le sac puis A pour lancer la ball… bon on a vu plus amusant.Mais bon j’ai laissé sa chance à celui là qui avait l’ambition de me proposer une expérience nouvelle. Et honnêtement je regrette pas c’est vraiment très sympa. Enfin je m’amuse de nouveau sur un jeu Pokémon. Après ayant commencé le JV il y’a fort fort longtemps je reconnais ne pas être un aficionado des graphismes, donc de mon côté aucun problème à ce niveau (d’ailleurs on oublie souvent que game freak est un tout petit studio donc la comparaison avec BOTW n’est pas pertinente). Le gameplay est fun, le système de craft est sympa, on prend plaisir à se balader de partout. Le challenge n’est pas fou mais ça reste ok. Étant un fan de FromSoft, je m’amuse bien moi sur ce Pokémon. J’ai tjs du mal avec le scénario qui est comme souvent dans la licence assez mal écrit. Je veux dire ok c’est pour les enfants mais c’est très niais et je pense pas que quand j’étais enfant j’aimais les trucs aussi niais. Ça gagnerait à être plus subtil.Quoiqu’il en soit une transition réussie à mes yeux, loin d’être parfaite mais qui augure du bon pour la suite. 20 pour remonter la note sinon 15. Je sais que c’est idiot de noter en fonction des autres et que du coup je participe à tout ça mais bon. Je trouve le bashing injustifié surtout que les arguments sont plus que… bizarre. J’ai vu un bonhomme mettre zéro après avoir passé 70h sur le jeu, et d’autres qui se plaignent depuis des années du non changement de la licence et là qui mettent des mauvaises notes parce que « y’a pas de combat d’arène ou de dresseur ». Bah oui c’est le principe d’un renouveau on change la formule et on reste pas sur ses acquis. Les girouettes….",Zekin,MEDIUM
127,Légendes Pokémon : Arceus,"J'ai horreur de faire ça, mais obligé de mettre 20/20 au jeu pour remonter la note des gens qui viennent noter le jeu sans y avoir jouer en disant juste ""c pa bo"".Alors oui techniquement, c'est dépassé.. mais au final ce n'est pas moche (après j'ai connu le jeu vidéo avant la HD... ça explique peut être des choses.)Le jeu apporte beaucoup de nouveautés, au final pour le moment en 15h de jeu je ne m'ennuie pas. Pas sûr que je fasse le 100% du pokedex, mais je suis certainement parti pour un bon 150h/200h comme Epee / Bouclier (qui n'était pourtant pas parfait non plus....).Si vous aimez de près ou de loin Pokemon, ce jeu est a essayer. Ma vraie note aurait plus été 15/20.",Aerixz,MEDIUM
128,Légendes Pokémon : Arceus,je met 20/20 pour rééquilibrer les mauvaise note mais le jeu vaut 16/20 graphiquement le jeu reste potable et j'aime énormément les jeux ouvert c'est un bonheur,lm2d,MEDIUM
129,Légendes Pokémon : Arceus,"Excellent jeu, je ne vois pas le temps passer lorsque je capture mes pokémons !
Je baisse la note d'un point pour les graphismes même si c'est quelque chose qui ne me dérange pas",sickosick,MEDIUM
130,Légendes Pokémon : Arceus,"Personnellement je ne décroche plus du jeu, à partir du moment où on arrive à ne plus tenir compte des graphismes pas si catastrophiques que ça au final (même si ça reste très moche) on se plonge dans l'histoire, l'univers et c'est du pur plaisir. Je recommande le jeu à tous les joueurs voulant un jeu chill qui sait vous en donner pour votre argent, car du contenu il y en à ! Très triste que l'espace avis soit pollué par les haters qui s'evertuent à cracher et créer des secondaire pour crache à nouveau sur le jeu leur seul but étant de descendre le jeu au plus bas possible pour ""prouver qu'ils ont raison""
Ma note peut paraître haute mais après 12h de jeu non-stop c'est la note qui correspond le plus  à mon expérience.",DVA_Vult,MEDIUM
131,Légendes Pokémon : Arceus,"Le jeu est pas mal.
Les musiques sont bien, même si il n'y a pas de musique dans la première zone de capture. (c'est un bug ?)graphismes perfectibles, mais j'ai confiance.",youmario,MEDIUM
132,Légendes Pokémon : Arceus,"Enfin un vent de fraîcheur dans Pokémon !
Certes techniquement c'est vraiment pas ouf, mais le jeu est addictif, beaucoup plus rythmée que les précédents.
Y'a pas mal de progrès à faire, mais c'est encourageant.le 20 est mis juste pour contrer la mauvaise foi des 0, obligé d'en arriver pour avoir une note objective malheureusement.",Khey98k,MEDIUM
133,Légendes Pokémon : Arceus,"J'ai ecouté les avis negatives de ce site, je m'etais mis dans la tete que le jeu ne valait pas la peine.Finalement, je regrette. Je n'aurai jamais du ecouter les personnes d'ici. Vous rabaissez le jeu sans y avoir jouer.C'est surement le meilleur opus de la serie pokemonb! Les graphismes sont tres beaux, les combats, la difficulté, le scenario...
Merci gamefreak, j'espere que vous allez poursuivre sur ce chemin !",Hytu34,MEDIUM
